IDENTIFIANT;NOM;VILLE;CODE POSTAL;SCORE;RESIDENCE;THEME 1;THEME 2;VISUEL EXPEDIA;LATITUDE;LONGITUDE;PAYS;ETOILES;DESCRIPTION
3147803;Le Relais Marine;Mesquer;44420;20000;;;;http://media.expedia.com/hotels/4000000/3150000/3147900/3147803/3147803_4_b.jpg;47.406131744384766;-2.4814701080322266;FRA;2.0;"Idéalement situé à 300 mètres de la mer; ce charmant hôtel vous accueille dans un cadre paisible et dispose d'un agréable jardin intérieur.   Le Logis Le Relais Marine dispose de 16 chambres confortables; dotées d'une salle de bains privative; de la télévision et d'un accès Internet sans fil gratuit.   Dans le restaurant de l'hôtel; le chef développe une cuisine traditionnelle et pleine de saveurs et vous propose divers produits de la mer.   De nombreux circuits de randonnée sont proposés dans les environs; et vous pourrez découvrir La Baule; Guérande; de petits ports de pêche et le littoral."
1224874;Hotel Spa du Beryl;Saint-Brevin-les-Pins;44250;30000;;Hotel Bord de mer;   ;http://media.expedia.com/hotels/2000000/1230000/1224900/1224874/1224874_37_b.jpg;47.22911071777344;-2.1758201122283936;FRA;3.0;<LI>Etablissement moderne établi sur le front de mer à 3 kilomètres du centre-ville et à 17 kilomètres de Saint-Nazaire. </LI><br><br><LI>Les chambres sont décorées dans des tons chaleureux avec du parquet. Toutes sont équipées d'une connexion à Internet et d'une salle de bains en marbre. </LI><br><br><LI>Vous pourrez passer la soirée au casino de l'hôtel et déguster des plats régionaux au restaurant qui surplombe la plage. </LI><br><br>
7368645;Voyage Desirable - La Gourmandise XXL;nantes;44000;100;;;;http://media.expedia.com/hotels/8000000/7370000/7368700/7368645/7368645_6_b.jpg;47.21628189086914;-1.5517630577087402;FRA;0.0;"Cet appartement se trouve au cœur de Nantes. <br /><br />Château des ducs de Bretagne (0;1 km) • Cathédrale de Nantes (0;2 km) • Le Lieu Unique (0;4 km) • Musée des Beaux-Arts (0;5 km) • Passage Pommeraye (0;7 km)"
1909875;Hotel Mona Lisa;La Baule-Escoublac;44500;30000;;Hotel Bord de mer;   ;http://media.expedia.com/hotels/2000000/1910000/1909900/1909875/1909875_11_b.jpg;47.287818908691406;-2.387619972229004;FRA;3.0;"Si vous voulez vous détendre dans un cadre de luxe; l'Hôtel Mona Lisa est parfait pour vos  vacances à La Baule  en famille ou entre amis.    Très bien situé; à 500 mètres de la plage et à proximité de la gare et du centre ville; cet  hôtel à La Baule  vous accueille chaleureusement dans la région du Pays de la Loire.    Une cuisine excellente et des vins de qualité supérieure vous attendent au restaurant de l'hôtel; ouvert midi et soir."
4857093;Comfort Hotel De L'Europe Saint Nazaire;Saint-Nazaire;44600;30000;;;;http://media.expedia.com/hotels/5000000/4860000/4857100/4857093/4857093_60_b.jpg;47.27766418457031;-2.2109339237213135;FRA;3.0;"Cet hôtel se trouve en centre-ville; près de la plage. <br /><br />Serpent d'océan (3;3 km) • Musée maritime (3;4 km) • Église de Saint-Brévin-les-Pins (4;8 km) • Hippodrome de Pornichet-La Baule (9;5 km)"
1769522;Villa Caroline La Baule - Vacances Bleues;La Baule-Escoublac;44500;30000;;Hotel Bord de mer; de charme ;http://media.expedia.com/hotels/2000000/1770000/1769600/1769522/1769522_11_b.jpg;47.27682876586914;-2.4204161167144775;FRA;3.0;"Situé à La Baule-Escoublac; en plein centre-ville; cet hôtel donne directement sur la une plage. <br /><br />Notre-Dame de La Baule (2 km) • Plage de La Baule (2;1 km) • Casino de Pornichet (5;6 km) • Centre de thalassothérapie Daniel Jouvance (5;9 km)"
4730885;Kyriad Prestige Saint Nazaire;Trignac;44570;30000;;;;http://media.expedia.com/hotels/5000000/4740000/4730900/4730885/4730885_35_b.jpg;47.29538345336914;-2.2059690952301025;FRA;3.0;"Cette résidence se trouve à Trignac. <br /><br />Serpent d'océan (4;1 km) • Musée maritime (4;2 km) • Église de Saint-Brévin-les-Pins (6;1 km) • Parc naturel régional de Brière (9;4 km)"
7406608;Hôtel Terminus;Nantes;44000;20000;;;;http://media.expedia.com/hotels/8000000/7410000/7406700/7406608/7406608_3_b.jpg;47.21772384643555;-1.5437020063400269;FRA;2.0;"Cet hôtel se trouve au cœur de Nantes. <br /><br />Musée des Beaux-Arts (0;3 km) • Jardin des Plantes (0;3 km) • Château des ducs de Bretagne (0;5 km) • Cathédrale de Nantes (0;6 km)"
1150115;Hotel Campanile Nantes Est - Sainte Luce Sur Loire;Sainte-Luce-sur-Loire;44980;100;;;   ;http://media.expedia.com/hotels/2000000/1160000/1150200/1150115/1150115_44_b.jpg;47.262210845947266;-1.4936399459838867;FRA;0.0;"Cet hôtel se trouve à Sainte-Luce-sur-Loire. <br /><br />Stade de la Beaujoire (2;6 km) • Parc des Expositions de Nantes La Beaujoire (2;8 km) • Golf de Carquefou (2;8 km)"
975494;Résidence Maeva La Baie La Baule;La Baule-Escoublac;44500;20000;OUI;Hotel famille;   ;http://media.expedia.com/hotels/1000000/980000/975500/975494/975494_12_b.jpg;47.27743148803711;-2.4229700565338135;FRA;2.0;"<LI>Cette résidence moderne qui donne sur la plage se trouve à l'ouest d'une station balnéaire pittoresque animée; à 60 mètres de la plage. </LI><br><br><LI>Les studios décorés de façon simple sont dotés d'un salon; d'une kitchenette et d'une salle de bains privée. Vous pourrez louer un téléviseur. </LI><br><br><LI>Les enfants apprécieront l'aire de jeux qui leur est réservée; tandis que les parents pourront effectuer une réservation pour des soins au centre de thalassothérapie voisin. </LI><br><br>"
909129;Hôtel Aparté;Sainte-Luce-sur-Loire;44980;20000;;;;http://media.expedia.com/hotels/1000000/910000/909200/909129/909129_43_b.jpg;47.25381851196289;-1.4755799770355225;FRA;2.0;"L'hôtel Aparté est un établissement récemment construit dans une  zone calme proche du centre-ville de Nantes ; à quelques encablures de la côte Atlantique.      Facile d'accès depuis les transports en commun; cet hôtel offre à ses invités la possibilité de profiter d'un séjour confortable et relaxant tout en restant à proximité des principales attractions de Nantes. Idéalement placé au centre des zones commerciales de La Madeleine et Nantes-Est Entreprises; cet établissement constitue également le choix idéal pour les personnes en voyage d'affaires.      Avec un personnel attentionné; une atmosphère conviviale et des équipements très pratiques; l'Hôtel Aparté saura satisfaire les visiteurs en quête d'un hébergement de qualité au sein d'un quartier résidentiel à Nantes."
914004;Pierre & Vacances Residence Royal Parc La Baule;La Baule-Escoublac;44500;100;OUI;Hotel famille;   ;http://media.expedia.com/hotels/1000000/920000/914100/914004/914004_19_b.jpg;47.27684020996094;-2.357290029525757;FRA;0.0;"<LI>Située dans une propriété verdoyante à 300 mètres de la plage; cette résidence se trouve dans la ville côtière animée de La Baule. </LI><br><br><LI>Les appartements au sol carrelé présentent un décor moderne et estival. Ils sont dotés d'une kitchenette entièrement équipée et d'un balcon. </LI><br><br><LI>Vous pourrez vous rafraîchir dans la piscine extérieure; tandis que les enfants profiteront de leur propre bassin ou des clubs qui leur sont réservés sur la plage. </LI><br><br>"
7212743;Relais Thalasso Résidence Parabaule;La Baule-Escoublac;44501;100;OUI;Hotel famille, Hotel Spa;bien-etre  ;http://media.expedia.com/hotels/8000000/7220000/7212800/7212743/7212743_25_b.jpg;47.281185150146484;-2.3766520023345947;FRA;0.0;"Cet appartement de La Baule-Escoublac est situé près de la plage. <br /><br />Plage de La Baule (1;3 km) • Notre-Dame de La Baule (1;5 km) • Casino de Pornichet (2;7 km)"
4644743;P'tit Dej-Hotel Nantes Sud-Ouest;Machecoul;44270;100;;;;http://media.expedia.com/hotels/5000000/4650000/4644800/4644743/4644743_5_b.jpg;46.991302490234375;-1.8164130449295044;FRA;0.0;"Cet hôtel se trouve à Machecoul. <br /><br />Château de Machecoul (0;1 km) • Église de Machecoul (0;2 km) • Abbaye Notre-Dame de la Chaume (1;8 km) • Baie de Bourgneuf (13;9 km) • Manoir historique La Demeure du Pavillion (14 km)"
4644802;L'Estuaire;Saint-Brevin-les-Pins;44250;20000;;;;http://media.expedia.com/hotels/5000000/4650000/4644900/4644802/4644802_11_b.jpg;47.2397346496582;-2.1557939052581787;FRA;2.0;"Cet hôtel se trouve à Saint-Brevin-les-Pins. <br /><br />Église de Saint-Brévin-les-Pins (1;2 km) • Musée maritime (3;3 km) • Serpent d'océan (3;4 km) • Chapelle de Sainte Anne de Tharon (8 km) • Galerie d'art La côte de jade (8;1 km)"
6654033;Hôtel de L'Océan;Le Croisic;44490;100;;;;http://media.expedia.com/hotels/7000000/6660000/6654100/6654033/6654033_1_b.jpg;47.284488677978516;-2.51406192779541;FRA;0.0;"Cet hôtel se trouve à Le Croisic. <br /><br />Port du Croisic (1;3 km) • Plage de La Baule (9;1 km) • Notre-Dame de La Baule (8;9 km)"
445226;Royal Thalasso Barriere;La Baule-Escoublac;44500;15000;;Hotel Bord de mer, Hotel de luxe, Hotel spa ;bien-etre   ;http://media.expedia.com/hotels/1000000/450000/445300/445226/445226_115_b.jpg;47.28211975097656;-2.4037399291992188;FRA;5.0;"Cet hôtel de luxe se trouve en centre-ville; près de la plage. <br /><br />Notre-Dame de La Baule (0;6 km) • Plage de La Baule (0;8 km) • Casino de Pornichet (4;6 km) • Centre de thalassothérapie Daniel Jouvance (4;9 km)"
4513368;Best Western Hotel Garden and Spa;La Baule-Escoublac;44500;30000;;Hotel Bord de mer, Hotel spa;bien-etre  ;http://media.expedia.com/hotels/5000000/4520000/4513400/4513368/4513368_37_b.jpg;47.28770065307617;-2.3820641040802;FRA;3.0;"Cet hôtel se trouve à La Baule-Escoublac; près de l'aéroport. <br /><br />Plage de La Baule (1 km) • Centre de thalassothérapie Daniel Jouvance (3;8 km) • Notre-Dame de La Baule (1;2 km)"
5606945;Adonis La Baule;La Baule-Escoublac;44500;30000;;Hotel Bord de mer;;http://media.expedia.com/hotels/6000000/5610000/5607000/5606945/5606945_32_b.jpg;47.286441802978516;-2.4033830165863037;FRA;3.0;"Cette résidence se trouve en centre-ville; près de la plage. <br /><br />Notre-Dame de La Baule (0;6 km) • Plage de La Baule (0;9 km) • Casino de Pornichet (4;8 km) • Centre de thalassothérapie Daniel Jouvance (5;1 km) • Hippodrome de Pornichet-La Baule (5;9 km)"
1628040;Première Classe Saint Nazaire - Trignac;Trignac;44570;100;;;   ;http://media.expedia.com/hotels/2000000/1630000/1628100/1628040/1628040_15_b.jpg;47.295101165771484;-2.2093100547790527;FRA;1.0;"Cet hôtel se trouve à Trignac. <br /><br />Serpent d'océan (4;3 km) • Musée maritime (4;3 km) • Église de Saint-Brévin-les-Pins (6;2 km) • Parc naturel régional de Brière (9;4 km)"
6648537;Résidence Hôtelière Le Vénète;Le Croisic;44490;100;OUI;Hotel famille;;http://media.expedia.com/hotels/7000000/6650000/6648600/6648537/6648537_11_b.jpg;47.28473663330078;-2.512747049331665;FRA;0.0;"Cet appartement de Le Croisic est situé près de la plage. <br /><br />Port du Croisic (1;3 km) • Plage de La Baule (9 km) • Notre-Dame de La Baule (8;8 km)"
1190984;Pierre & Vacances Résidence Saint Goustan;Le Croisic;44490;30000;OUI;Hotel famille;   ;http://media.expedia.com/hotels/2000000/1200000/1191000/1190984/1190984_13_b.jpg;47.30060958862305;-2.5207300186157227;FRA;3.0;"<LI>Ce complexe d'appartements dotés d'une cuisine se trouve sur la plage de Saint-Goustan; à 500 mètres du Croisic et à 10 kilomètres de La Baule. <P><LI>Les appartements simples donnent sur le jardin ou l'océan et sont tous dotés d'une kitchenette bien équipée et de la télévision avec chaînes de télévision spécialisées. <P><LI>L'hôtel propose le petit-déjeuner. Il est équipé de tables de billard et de ping-pong dans la salle de jeu et d'une pataugeoire pour les enfants de moins de 6 ans."
1071072;Pierre & Vacances Premium Le Domaine de Cramphore;Le Pouliguen;44510;15000;OUI;Hotel famille;   ;http://media.expedia.com/hotels/2000000/1080000/1071100/1071072/1071072_4_b.jpg;47.263999938964844;-2.443510055541992;FRA;4.0;"<LI>Cette résidence est située sur la Côte d'Amour dans la propriété du Domaine de Cramphore; à seulement cinq kilomètres de la station balnéaire très prisée de La Baule. </LI><br><br> <LI>Les 72 suites sont toutes dotées d'une terrasse ou d'un balcon; d'une kitchenette entièrement équipée et de la télévision avec magnétoscope.</LI><br><br><LI>Le complexe dispose d'une piscine et d'une salle de jeux. Vous pourrez pratiquer toute une gamme de sports nautiques à proximité et parcourir les superbes sentiers côtiers. </LI><br><br>"
3117514;Park&Suites Elégance Nantes Carré Bouffay;Nantes;44000;30000;;;   ;http://media.expedia.com/hotels/4000000/3120000/3117600/3117514/3117514_10_b.jpg;47.2148323059082;-1.5521379709243774;FRA;3.0;"Cette résidence se trouve au cœur de Nantes. <br /><br />Place du Bouffay (0;1 km) • Château des ducs de Bretagne (0;2 km) • Cathédrale de Nantes (0;4 km) • Passage Pommeraye (0;6 km) • Jardin des Plantes (0;9 km)"
4297740;ibis Styles Nantes Rezé Aéroport;Reze;44400;30000;;;;http://media.expedia.com/hotels/5000000/4300000/4297800/4297740/4297740_20_b.jpg;47.19286346435547;-1.5549739599227905;FRA;3.0;"Cet hôtel se trouve à Rezé. <br /><br />Hôpital Saint-Jacques (1;2 km) • Musée Jules Verne (2 km) • Passage Pommeraye (2;3 km) • Château des ducs de Bretagne (2;6 km) • Cathédrale de Nantes (2;8 km)."
2691061;Inter-Hotel du Grand Monarque;Nantes;44000;20000;;;;http://media.expedia.com/hotels/3000000/2700000/2691100/2691061/2691061_2_b.jpg;47.22140121459961;-1.547760009765625;FRA;2.0;"L’hôtel du Grand Monarque se situe dans le coeur historique de Nantes; près de la gare SNCF - sortie Nord et de la Cité Internationale des Congrès; proche aussi du Château des Ducs de Bretagne et la Cathédrale de St-Pierre et St-Paul.   A proximité du Musée des Beaux Arts; et à 15 minutes du Parc des Expositions et du stade de la Beaujoire. Dans les alentours de l'hôtel on retrouve de nombreux restaurants; cafés et lieux de détente et de loisir.  L'hôtel; certifié Hotelcert®; tout juste rénové; vous propose un hébergement de charme et de confort. Le staff de l'hôtel vous réserve un accueil chaleureux et courtois; 24 heures sur 24; dans une ambiance confortable et intime; au sein d'un des meilleurs hôtels bon marché au centre de Nantes.   Élégamment décorées les chambres vous apportent tout le confort moderne indispensable à un agréable séjour de loisirs ou d'affaires."
2699306;Hôtel La Palmeraie;La Baule-Escoublac;44500;20000;;;;http://media.expedia.com/hotels/3000000/2700000/2699400/2699306/2699306_61_b.jpg;47.28268051147461;-2.397869110107422;FRA;2.0;#N/A
1151310;Inter-Hôtel Le Saint-Pierre;La Baule-Escoublac;44500;25000;;Hotel Bord de mer; de charme ;http://media.expedia.com/hotels/2000000/1160000/1151400/1151310/1151310_98_b.jpg;47.28464126586914;-2.401089906692505;FRA;2.0;"Le Saint-Pierre est un  hôtel idéalement situé à La Baule . L'établissement vous accueille en plein coeur de la station balnéaire; à 200 mètres de la Grande Plage; une des plus belles d'Europe; et à moins de 800 mètres du centre-ville; de son marché; de son casino et de ses centres de thalassothérapie.      Occupant une demeure de caractère; à l'architecture typique de La Baule; ce charmant hôtel possède une élégante décoration intérieure et offre tout le confort moderne; comme la TV par satellite et un accès Wi-Fi gratuit à Internet disponible dans tout l'établissement.      Dans une ambiance chaleureuse et dynamique; l'Hôtel Saint-Pierre dispose d'une véranda ensoleillée; où vous pouvez savourer un excellent petit déjeuner; d'une terrasse avec des transats; ainsi que d'un bar; où vous pouvez prendre un cocktail rafraîchissant après une journée de détente sur la plage.      Enfin; un accueil bébé; une bagagerie; un local à vélos; ainsi qu'un salon avec des revues; des libres et un ordinateur; sont autant de services qui rendront votre séjour à La Baule des plus agréables."
3652863;Hotel Première Classe Nantes Ouest - Saint Herblain;Saint-Herblain;44805;100;;;;http://media.expedia.com/hotels/4000000/3660000/3652900/3652863/3652863_6_b.jpg;47.234249114990234;-1.6489720344543457;FRA;0.0;"Cet hôtel se trouve dans le quartier des affaires. <br /><br />Zénith de Nantes (1;6 km) • Atlantis Shopping Centre (1;9 km) • Manoir de la Bégraisière (2;6 km)"
2699604;Hôtel Eurocéan;Guerande;44350;20000;;;;http://media.expedia.com/hotels/3000000/2700000/2699700/2699604/2699604_17_b.jpg;47.326454162597656;-2.413877010345459;FRA;2.0;"A 10 minute à pied du centre-ville et des remparts de Guérande; l'hôtel Eurocéan est un lieu privilégié pour partir à la découverte de la presqu'île guérandaise. Aux portes de la Brière; vous pourrez découvrir un site naturel protégé; où la faune et la flore ainsi que l'immensité des marais forment un domaine envoûtant. Avec 31 chambres équipées de grand lits et de salle de bain avec baignoire; votre séjour sera des plus agréables. L'Hôtel met à votre disposition son parking gratuit."
3802156;Auberge de la Foret;Le Gavre;44130;30000;;;;http://media.expedia.com/hotels/4000000/3810000/3802200/3802156/3802156_3_b.jpg;47.527103424072266;-1.7685400247573853;FRA;3.0;"Le Logis Auberge De La Forêt occupe un ancien relais de poste au cœur de la forêt de Gavre.  Toutes les chambres sont dotées de la télévision satellite; d'une salle de bains privative avec porte-serviettes chauffant et sèche-cheveux; et d'un téléphone.  Le restaurant de la résidence sert des plats de saison élaborés à partir d'ingrédients du terroir.  Vous pourrez aller faire du kart à 5 kilomètres ou du jet-ski sur le lac à 15 kilomètres.  Le Logis Auberge De La Forêt se trouve à 35 kilomètres de Redon et de Nantes; et à 45 kilomètres de la baie de La Baule. Blain et son château; une tour du XIVe siècle avec un pont-levis; sont à 5 kilomètres du complexe."
2226945;Hôtel Voltaire Opéra;Nantes;44000;20000;;;   ;http://media.expedia.com/hotels/3000000/2230000/2227000/2226945/2226945_79_b.jpg;47.21194076538086;-1.5642600059509277;FRA;2.0;"Cet hôtel est situé en centre-ville. <br /><br />Cours Cambronne (0;2 km) • Passage Pommeraye (0;4 km) • Machines de l'Ile de Nantes (0;9 km) • Château des ducs de Bretagne (1;2 km) • Cathédrale de Nantes (1;2 km)"
2226946;Hôtel Chateaubriand;Nantes;44000;25000;;Hotel de charme, Hotel romantique;de charme, romantisme;http://media.expedia.com/hotels/3000000/2230000/2227000/2226946/2226946_70_b.jpg;47.221290588378906;-1.5551899671554565;FRA;2.0;"Cet hôtel se trouve au cœur de Nantes. <br /><br />Place du Maréchal Foch (0;4 km) • Cathédrale de Nantes (0;4 km) • Château des ducs de Bretagne (0;7 km) • Jardin des Plantes (0;8 km)"
3677880;La Belle Epée;Saint-Nazaire;44600;100;;;;http://media.expedia.com/hotels/4000000/3680000/3677900/3677880/3677880_1_b.jpg;47.2795295715332;-2.2106499671936035;FRA;0.0;"La Belle Epée est un charmant  hôtel à Saint-Nazaire  situé à environ 12 km de la Baule et à 60 km de Nantes. Un membre de la chaîne  Citotel ; ce 2 étoiles est à 10 minutes à pied de la gare SNCF; qui vous permettra d'accéder facilement aux autres attractions de la  Loire-Atlantique  et du Pays de la Loire. Si vous préférez rester à Saint-Nazaire; vous pourrez profiter des plus de  20 plages  et de son port de plaisance très animé; ou bien visiter ses nombreux monuments historiques.      L' hôtel La Belle Epée  est un petit établissement de charme qui dispose d'un  bar  à l'ambiance feutré et d'un  accès Internet Wi-Fi gratuit  dans tout l'établissement. Le service d'étage est disponible et les animaux de compagnie sont les bienvenus. Les cartes bancaires sont acceptées."
4508194;Brit Hotel Nantes Vigneux - L'Atlantel;Vigneux-de-Bretagne;44360;30000;;;;http://media.expedia.com/hotels/5000000/4510000/4508200/4508194/4508194_23_b.jpg;47.294151306152344;-1.744860053062439;FRA;3.0;"Cet hôtel est situé à Vigneux-de-Bretagne. <br /><br />L'Odyssée (9;9 km) • Zénith de Nantes (11;4 km) • Musée Jules Verne (16;3 km)"
1382209;Inter-Hotel Novella Nantes Carquefou;Carquefou;44470;30000;;;;http://media.expedia.com/hotels/2000000/1390000/1382300/1382209/1382209_15_b.jpg;47.26890182495117;-1.484910011291504;FRA;3.0;"Le temps d'une étape vers Nantes ou un  week-end dans la vallée de l'Erdre ; réservez votre séjour à l'INTER-HÔTEL Novella Nantes Carquefou; à 10 km au nord-est de Nantes. Situé à  Carquefou; cet hôtel  se trouve à quelques minutes de route du Parc des Expositions de la Beaujoire.      L'INTER-HÔTEL Novella Nantes Carquefou est un hôtel moderne de 42 chambres. Le buffet du petit déjeuner est servi au restaurant chaque matin; moyennant supplément. Vous bénéficierez de réductions dans deux autres restaurants proches de l'hôtel; la Brasserie de Bel Air et le Charolais Grill. L'hôtel dispose d'un parking gratuit et de l'accès Internet  Wi-Fi gratuit . Le Novella Nantes Carquefou est membre de la chaîne hôtelière INTER-HÔTEL."
1308171;Hotel Alcyon;La Baule-Escoublac;44500;30000;;;;http://media.expedia.com/hotels/2000000/1310000/1308200/1308171/1308171_30_b.jpg;47.28506088256836;-2.395740032196045;FRA;3.0;"L'hôtel à La Baule; l'Alcyon est une excellente destination pour passer vos  vacances à la plage en Bretagne . La Baule est célèbre pour sa plage de sable de 12 kilomètres de long; la plus longue en Europe. Cet hôtel 3 étoiles à La Baule se trouve à seulement 200 mètres du centre-ville et à quelques pas de la plage.      Pendant vos vacances dans le Pays de la Loire; vous pourrez pratiquer de nombreuses activités et telles la voile; le ski nautique; la pêche; la randonnée; le tennis et le golf; ou visiter les nombreux sites intéressants dans la région aux villes voisines telles Pouliguen; Le Croisic; la cité médiévale de Guérande; et La Turballe.      Les équipements et les services de l'hôtel comprennent un parking privé et un garage sécurisé; un bar informel vous pourrez vous détendre ou profiter du beau temps sur la terrasse; un restaurant servant d'excellents plats à base de poisson et fruits de mer; et connexion Internet Wi-FI. Les personnes en  déplacement d'affaires à La Baule  apprécierez la salle de réunion moderne et entièrement équipée. L'hôtel est approprié pour organiser un déjeuner d'affaires."
1382316;Hôtel des Dunes;La Baule-Escoublac;44500;25000;;Hotel Bord de mer;   ;http://media.expedia.com/hotels/2000000/1390000/1382400/1382316/1382316_25_b.jpg;47.283958435058594;-2.4039700031280518;FRA;2.0;"L'hôtel Des Dunes occupe  une excellente situation dans le coeur de La Baule ; une adorable station balnéaire en Loire-Atlantique à environ 80 km de Nantes.       Cet hôtel accueillant est parfait pour ceux qui veulent passer des vacances paisibles avec de nombreuses possibilités de divertissement; des installations de plage et sportives ainsi que des merveilleux sites naturels et artistiques.       L'établissement est abrité au sein d'un bâtiment caractéristique et propose une variété de services tels un bar; un restaurant; une salle de réunion pour environ 15 personnes ainsi qu'une adorable terrasse extérieure."
1165704;Hotel le Bretagne;Saint-Nazaire;44600;20000;;;   ;http://media.expedia.com/hotels/2000000/1170000/1165800/1165704/1165704_43_b.jpg;47.27505111694336;-2.213550090789795;FRA;2.0;"Cet hôtel se trouve à Saint-Nazaire. <br /><br />Musée maritime (3;5 km) • Serpent d'océan (3;5 km) • Église de Saint-Brévin-les-Pins (4;7 km) • Hippodrome de Pornichet-La Baule (9;2 km) • Centre de thalassothérapie Daniel Jouvance (9;9 km)"
907882;Hotel & SPA de la Bretesche;Missillac;44780;16000;;Hotel golf, Hotel romantique, Hotel spa, Hotel de Charme;bien-etre de charme golf;http://media.expedia.com/hotels/1000000/910000/907900/907882/907882_80_b.jpg;47.48080825805664;-2.1705400943756104;FRA;4.0;"Cet hôtel avec spa se trouve en bord de lac. <br /><br />Parc naturel régional de Brière (11;5 km) • Monkey Forest Aventures & Loisirs (18;2 km) • Église Saint Sauveur (19;9 km)"
4678960;Le Manoir de la Jahotière;Abbaretz;44170;100;;Hotel de charme, Hotel romantique;de charme;http://media.expedia.com/hotels/5000000/4680000/4679000/4678960/4678960_1_b.jpg;47.55538558959961;-1.4454289674758911;FRA;0.0;"Cette auberge se trouve en zone rurale. <br /><br />Forges de la Jahotière (0;3 km) • Châtaigniers des Nonneries (2;1 km) • Lake Vioreau (3;7 km) • Le Terril d'Abbaretz (7;3 km)"
2431307;Kyriad Nantes Ouest - Saint Herblain;Saint-Herblain;44821;15000;;;   ;http://media.expedia.com/hotels/3000000/2440000/2431400/2431307/2431307_20_b.jpg;47.22860336303711;-1.624871015548706;FRA;4.0;"Cet hôtel est situé en centre-ville. <br /><br />Zénith de Nantes (0;3 km) • Manoir de la Bégraisière (0;8 km) • Atlantis Shopping Centre (0;8 km)"
2693817;Brit Hotel Les Alizés;Pornic;44210;20000;;;   ;http://media.expedia.com/hotels/3000000/2700000/2693900/2693817/2693817_14_b.jpg;47.113956451416016;-2.094285011291504;FRA;2.0;"Lors de votre séjour dans les Pays de la Loire; vous serez ravi avec le Brit Hotel Pornic Les Alizés; grâce à sa situation à quelques minutes du vieux port; de château et de la mer.  Le Loire-Atlantique est riche et sites historiques et en attractions et est parfait pour les vacances d'été dans l'ouest de la France.  Les installations de cet hôtel 2 étoiles comprennent une réception ouverte 24h / 24h; un parking privé gratuit; un ascenseur et une salle au petit déjeuner."
1299;ibis Styles Nantes Centre Place Royale;Nantes;44000;30000;;;   ;http://media.expedia.com/hotels/1000000/10000/1300/1299/1299_77_b.jpg;47.213829040527344;-1.5569000244140625;FRA;3.0;"Cet hôtel se trouve au cœur de Nantes. <br /><br />Place du Commerce (0;1 km) • Passage Pommeraye (0;2 km) • Château des ducs de Bretagne (0;6 km) • Cathédrale de Nantes (0;6 km)"
2875853;Adagio Nantes Centre;Nantes;44000;15000;OUI;Hotel famille;   ;http://media.expedia.com/hotels/3000000/2880000/2875900/2875853/2875853_41_b.jpg;47.21720886230469;-1.546489953994751;FRA;4.0;"Cet établissement est situé dans le quartier des affaires. <br /><br />Le Lieu Unique (0;2 km) • Château des ducs de Bretagne (0;3 km) • Cathédrale de Nantes (0;4 km) • Jardin des Plantes (0;4 km) • Passage Pommeraye (1;1 km)."
3114118;Residhome Nantes Berges de la Loire;Nantes;44000;15000;OUI;Hotel famille;   ;http://media.expedia.com/hotels/4000000/3120000/3114200/3114118/3114118_26_b.jpg;47.21308898925781;-1.5371880531311035;FRA;4.0;"Cette résidence se trouve à Nantes. <br /><br />Centre des congrès de Nantes (0;5 km) • Jardin des Plantes (1 km) • Château des ducs de Bretagne (1 km) • Cathédrale de Nantes (1;2 km) • Passage Pommeraye (1;7 km)."
4702388;Adagio Access Nantes Viarme;Nantes;44000;30000;OUI;Hotel famille;;http://media.expedia.com/hotels/5000000/4710000/4702400/4702388/4702388_12_b.jpg;47.22309112548828;-1.5624099969863892;FRA;3.0;"Cet établissement est situé en centre-ville. <br /><br />Jardin japonais (0;7 km) • Cathédrale de Nantes (1 km) • Passage Pommeraye (1;1 km) • Château des ducs de Bretagne (1;2 km) • Jardin des Plantes (1;4 km)."
1402111;Appart'City Nantes Viarme;Nantes;44000;20000;OUI;Hotel famille;   ;http://media.expedia.com/hotels/2000000/1410000/1402200/1402111/1402111_27_b.jpg;47.221290588378906;-1.5614999532699585;FRA;2.0;"Cet établissement est situé en centre-ville. <br /><br />Jardin japonais (0;8 km) • Cathédrale de Nantes (0;8 km) • Passage Pommeraye (0;9 km) • Château des ducs de Bretagne (1 km) • Jardin des Plantes (1;3 km)."
1731636;Séjours & Affaires Nantes La Beaujoire;Nantes;44300;100;OUI;Hotel famille;   ;http://media.expedia.com/hotels/2000000/1740000/1731700/1731636/1731636_24_b.jpg;47.255516052246094;-1.51659095287323;FRA;0.0;"Cet appartement se trouve à Nantes (Stade de la Beaujoire). <br /><br />Stade de la Beaujoire (0;8 km) • Parc des Expositions de Nantes La Beaujoire (1;1 km) • Parc du Grand-Blottereau (2;9 km) • Jardin des Plantes (4;4 km) • Cathédrale de Nantes (4;9 km)"
2542898;Cerise Nantes La Beaujoire;Nantes;44300;100;OUI;Hotel famille;   ;http://media.expedia.com/hotels/3000000/2550000/2542900/2542898/2542898_3_b.jpg;47.2534294128418;-1.528378963470459;FRA;0.0;"Cet appartement se trouve à Nantes (Stade de la Beaujoire). <br /><br />Stade de la Beaujoire (0;4 km) • Parc des Expositions de Nantes La Beaujoire (0;6 km) • Beaujoire Floral Park (1;1 km) • Jardin des Plantes (3;9 km) • Cathédrale de Nantes (4;3 km)"
